Airport ID,Name,City,Country,IATA,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz Database Time Zone,Type,Source
1874,Coto 47 Airport,Coto 47,Costa Rica,OTR,MRCC,8.60155963897705,,26.0,-6,U,America/Costa_Rica,airport,OurAirports
1875,Chacarita Airport,Chacarita,Costa Rica,JAP,MRCH,9.98141002655,,7.0,-6,U,America/Costa_Rica,airport,OurAirports
1877,El Carmen de Siquirres Airport,El Carmen,Costa Rica,\N,MREC,10.20199966430664,,56.0,-6,U,America/Costa_Rica,airport,OurAirports
1878,Finca 10 / Nuevo Palmar Sur Airport,Finca 10,Costa Rica,\N,MRFI,8.916350364685059,,25.0,-6,U,America/Costa_Rica,airport,OurAirports
1879,Golfito Airport,Golfito,Costa Rica,GLF,MRGF,8.654009819030762,,49.0,-6,U,America/Costa_Rica,airport,OurAirports
1880,Guapiles Airport,Guapiles,Costa Rica,GPL,MRGP,10.2172002792,,883.0,-6,U,America/Costa_Rica,airport,OurAirports
1881,Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,MRLB,10.5933,,270.0,-6,U,America/Costa_Rica,airport,OurAirports
1882,Los Chiles Airport,Los Chiles,Costa Rica,LSL,MRLC,11.035300254821777,,131.0,-6,U,America/Costa_Rica,airport,OurAirports
1883,Limon International Airport,Limon,Costa Rica,LIO,MRLM,9.95796012878418,,7.0,-6,U,America/Costa_Rica,airport,OurAirports
1884,Nosara Airport,Nosara Beach,Costa Rica,NOB,MRNS,9.976490020750001,,33.0,-6,U,America/Costa_Rica,airport,OurAirports
1885,Juan Santamaria International Airport,San Jose,Costa Rica,SJO,MROC,9.993860244750977,,3021.0,-6,U,America/Costa_Rica,airport,OurAirports
1886,Pandora Airport,Pandora,Costa Rica,\N,MRPD,9.732170104980469,,98.0,-6,U,America/Costa_Rica,airport,OurAirports
1887,Palmar Sur Airport,Palmar Sur,Costa Rica,PMZ,MRPM,8.951029777526855,,49.0,-6,U,America/Costa_Rica,airport,OurAirports
1889,Quepos Managua Airport,Quepos,Costa Rica,XQP,MRQP,9.443160057067871,,85.0,-6,U,America/Costa_Rica,airport,OurAirports
1890,Santa Clara De Guapiles Airport,Santa Clara,Costa Rica,\N,MRSG,10.288299560546875,,262.0,-6,U,America/Costa_Rica,airport,OurAirports
1891,San Vito De Java Airport,San Vito De Jaba,Costa Rica,TOO,MRSV,8.826109886169434,,3228.0,-6,U,America/Costa_Rica,airport,OurAirports
1892,Monseñor Óscar Arnulfo Romero International Airport,San Salvador,El Salvador,SAL,MSLP,13.4409,,101.0,-6,U,America/El_Salvador,airport,OurAirports
1893,Ilopango International Airport,San Salvador,El Salvador,\N,MSSS,13.69950008392334,,2021.0,-6,U,America/El_Salvador,airport,OurAirports
1894,Les Cayes Airport,Cayes,Haiti,CYA,MTCA,18.271099090576172,,203.0,-5,U,America/Port-au-Prince,airport,OurAirports
1895,Cap Haitien International Airport,Cap Haitien,Haiti,CAP,MTCH,19.733,,10.0,-5,U,America/Port-au-Prince,airport,OurAirports
1896,Jacmel Airport,Jacmel,Haiti,JAK,MTJA,18.241100311279297,,167.0,-5,U,America/Port-au-Prince,airport,OurAirports
1897,Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,MTPP,18.579999923706055,,122.0,-5,U,America/Port-au-Prince,airport,OurAirports
1898,Gustavo Rizo Airport,Baracoa Playa,Cuba,BCA,MUBA,20.365299224853516,,26.0,-5,U,America/Havana,airport,OurAirports
1899,Carlos Manuel de Cespedes Airport,Bayamo,Cuba,BYM,MUBY,20.396400451660156,,203.0,-5,U,America/Havana,airport,OurAirports
1900,Maximo Gomez Airport,Ciego De Avila,Cuba,AVI,MUCA,22.027099609375,,335.0,-5,U,America/Havana,airport,OurAirports
1901,Jardines Del Rey Airport,Cunagua,Cuba,CCC,MUCC,22.461000442499998,,13.0,-5,U,America/Havana,airport,OurAirports
1902,Jaime Gonzalez Airport,Cienfuegos,Cuba,CFG,MUCF,22.149999618530273,,102.0,-5,U,America/Havana,airport,OurAirports
1903,Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,CYO,MUCL,21.6165008545,,10.0,-5,U,America/Havana,airport,OurAirports
1904,Ignacio Agramonte International Airport,Camaguey,Cuba,CMW,MUCM,21.420299530029297,,413.0,-5,U,America/Havana,airport,OurAirports
1905,Antonio Maceo International Airport,Santiago De Cuba,Cuba,SCU,MUCU,19.96980094909668,,249.0,-5,U,America/Havana,airport,OurAirports
1906,Florida Airport,Florida,Cuba,\N,MUFL,21.49970054626465,,197.0,-5,U,America/Havana,airport,OurAirports
1907,Leeward Point Field,Guantanamo,Cuba,NBW,MUGM,19.906499862671,,56.0,-5,U,\N,airport,OurAirports
1908,Mariana Grajales Airport,Guantanamo,Cuba,GAO,MUGT,20.08530044555664,,56.0,-5,U,America/Havana,airport,OurAirports
1909,José Martí International Airport,Havana,Cuba,HAV,MUHA,22.989200592041016,,210.0,-5,U,America/Havana,airport,OurAirports
1910,Frank Pais International Airport,Holguin,Cuba,HOG,MUHG,20.785600662231445,,361.0,-5,U,America/Havana,airport,OurAirports
1911,La Coloma Airport,La Coloma,Cuba,LCL,MULM,22.33609962463379,,131.0,-5,U,America/Havana,airport,OurAirports
1912,Orestes Acosta Airport,Moa,Cuba,MOA,MUMO,20.653900146484375,,16.0,-5,U,America/Havana,airport,OurAirports
1913,Sierra Maestra Airport,Manzanillo,Cuba,MZO,MUMZ,20.28809928894043,,112.0,-5,U,America/Havana,airport,OurAirports
1914,Rafael Cabrera Airport,Nueva Gerona,Cuba,GER,MUNG,21.834699630737305,,79.0,-5,U,America/Havana,airport,OurAirports
1915,Playa Baracoa Airport,Baracoa Playa,Cuba,UPB,MUPB,23.032800674399997,,102.0,-5,U,America/Havana,airport,OurAirports
1916,Pinar Del Rio Airport,Pinar Del Rio Norte,Cuba,QPD,MUPR,22.42140007019043,,131.0,-5,U,America/Havana,airport,OurAirports
1917,San Antonio De Los Banos Airport,San Antonio De Banos,Cuba,\N,MUSA,22.87150001525879,,164.0,-5,U,America/Havana,airport,OurAirports
1918,Abel Santamaria Airport,Santa Clara,Cuba,SNU,MUSC,22.49220085144043,,338.0,-5,U,America/Havana,airport,OurAirports
1919,Joaquín de Agüero Airport,Santa Lucia,Cuba,\N,MUSL,21.509455906699998,,13.0,-5,U,America/Havana,airport,OurAirports
1920,Siguanea Airport,Siguanea,Cuba,SZJ,MUSN,21.642499923706055,,39.0,-5,U,America/Havana,airport,OurAirports
1921,Sancti Spiritus Airport,Sancti Spiritus,Cuba,USS,MUSS,21.9704,,295.0,-5,U,America/Havana,airport,OurAirports
1923,Juan Gualberto Gomez International Airport,Varadero,Cuba,VRA,MUVR,23.034400939941406,,210.0,-5,U,America/Havana,airport,OurAirports
1924,Hermanos Ameijeiras Airport,Las Tunas,Cuba,VTU,MUVT,20.987600326538086,,328.0,-5,U,America/Havana,airport,OurAirports
1925,Gerrard Smith International Airport,Cayman Brac,Cayman Islands,CYB,MWCB,19.687000274658203,,8.0,-5,N,America/Cayman,airport,OurAirports
1926,Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,MWCR,19.292800903299998,,8.0,-5,N,America/Cayman,airport,OurAirports
1927,Clarence A. Bain Airport,Clarence Bain,Bahamas,MAY,MYAB,24.287700653076172,,19.0,-5,U,America/Nassau,airport,OurAirports
1928,Andros Town Airport,Andros Town,Bahamas,ASD,MYAF,24.697900772094727,,5.0,-5,U,America/Nassau,airport,OurAirports
1930,Leonard M Thompson International Airport,Marsh Harbor,Bahamas,MHH,MYAM,26.5114,,6.0,-5,U,America/Nassau,airport,OurAirports
1931,San Andros Airport,San Andros,Bahamas,SAQ,MYAN,25.053800582885742,,5.0,-5,U,America/Nassau,airport,OurAirports
1932,Spring Point Airport,Spring Point,Bahamas,AXP,MYAP,22.441799163800003,,11.0,-5,U,America/Nassau,airport,OurAirports
1933,Sandy Point Airport,Sandy Point,Bahamas,\N,MYAS,26.004600524902344,,8.0,-5,U,America/Nassau,airport,OurAirports
1934,Treasure Cay Airport,Treasure Cay,Bahamas,TCB,MYAT,26.745300293,,8.0,-5,U,America/Nassau,airport,OurAirports
1935,Chub Cay Airport,Chub Cay,Bahamas,CCZ,MYBC,25.41710090637207,,5.0,-5,U,America/Nassau,airport,OurAirports
1936,Great Harbour Cay Airport,Bullocks Harbour,Bahamas,GHC,MYBG,25.7383,,18.0,-5,U,America/Nassau,airport,OurAirports
1937,South Bimini Airport,Alice Town,Bahamas,BIM,MYBS,25.6998996735,,10.0,-5,U,America/Nassau,airport,OurAirports
1941,Exuma International Airport,Great Exuma,Bahamas,GGT,MYEF,23.5625991821,,9.0,-5,U,America/Nassau,airport,OurAirports
1942,George Town Airport,George Town,Bahamas,\N,MYEG,23.4666996002,,5.0,-5,U,America/Nassau,airport,OurAirports
1943,North Eleuthera Airport,North Eleuthera,Bahamas,ELH,MYEH,25.474899292,,13.0,-5,U,America/Nassau,airport,OurAirports
1944,Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB,MYEM,25.2847003937,,26.0,-5,U,America/Nassau,airport,OurAirports
1945,Normans Cay Airport,Norman's Cay,Bahamas,NMC,MYEN,24.59429931640625,,8.0,-5,U,America/Nassau,airport,OurAirports
1946,Rock Sound Airport,Rock Sound,Bahamas,RSD,MYER,24.8950787333,,10.0,-5,U,America/Nassau,airport,OurAirports
1947,Staniel Cay Airport,Staniel Cay,Bahamas,TYM,MYES,24.169099807739258,,5.0,-5,U,America/Nassau,airport,OurAirports
1948,Grand Bahama International Airport,Freeport,Bahamas,FPO,MYGF,26.5587005615,,7.0,-5,U,America/Nassau,airport,OurAirports
1949,Inagua Airport,Matthew Town,Bahamas,IGA,MYIG,20.975000381469727,,8.0,-5,U,America/Nassau,airport,OurAirports
1950,Deadman's Cay Airport,Dead Man's Cay,Bahamas,LGI,MYLD,23.1790008545,,9.0,-5,U,America/Nassau,airport,OurAirports
1951,Stella Maris Airport,Stella Maris,Bahamas,SML,MYLS,23.582317,,10.0,-5,U,America/Nassau,airport,OurAirports
1952,Mayaguana Airport,Mayaguana,Bahamas,MYG,MYMM,22.379499,,11.0,-5,U,America/Nassau,airport,OurAirports
1953,Lynden Pindling International Airport,Nassau,Bahamas,NAS,MYNN,25.0389995575,,16.0,-5,U,America/Nassau,airport,OurAirports
1954,Duncan Town Airport,Duncan Town,Bahamas,DCT,MYRD,22.181800842285156,,6.0,-5,U,America/Nassau,airport,OurAirports
1955,Rum Cay Airport,Port Nelson,Bahamas,RCY,MYRP,23.68440055847168,,15.0,-5,U,America/Nassau,airport,OurAirports
1956,San Salvador Airport,Cockburn Town,Bahamas,ZSA,MYSM,24.06329917907715,,24.0,-5,U,America/Nassau,airport,OurAirports
1957,Philip S. W. Goldson International Airport,Belize City,Belize,BZE,MZBZ,17.539100646972656,,15.0,-6,U,America/Belize,airport,OurAirports
1958,Aitutaki Airport,Aitutaki,Cook Islands,AIT,NCAI,,,14.0,-10,U,Pacific/Rarotonga,airport,OurAirports
1959,Rarotonga International Airport,Avarua,Cook Islands,RAR,NCRG,,,19.0,-10,U,Pacific/Rarotonga,airport,OurAirports
1960,Nadi International Airport,Nandi,Fiji,NAN,NFFN,,177.4429931640625,59.0,12,U,Pacific/Fiji,airport,OurAirports
1961,Nausori International Airport,Nausori,Fiji,SUV,NFNA,,178.5590057373047,17.0,12,U,Pacific/Fiji,airport,OurAirports
1963,Fua'amotu International Airport,Tongatapu,Tonga,TBU,NFTF,,,126.0,13,U,Pacific/Tongatapu,airport,OurAirports
1964,Vava'u International Airport,Vava'u,Tonga,VAV,NFTV,,,236.0,13,U,Pacific/Tongatapu,airport,OurAirports
1965,Bonriki International Airport,Tarawa,Kiribati,TRW,NGTA,1.3816399574279785,173.14700317382812,9.0,12,U,Pacific/Tarawa,airport,OurAirports
1966,Tabiteuea North Airport,Tabiteuea North,Kiribati,TBF,NGTE,,174.7760009765625,7.0,12,U,\N,airport,OurAirports
1968,Hihifo Airport,Wallis,Wallis and Futuna,WLS,NLWW,,,79.0,12,U,Pacific/Wallis,airport,OurAirports
1969,Faleolo International Airport,Faleolo,Samoa,APW,NSFA,,,58.0,13,U,Pacific/Apia,airport,OurAirports
1970,Pago Pago International Airport,Pago Pago,American Samoa,PPG,NSTU,,,32.0,-11,U,Pacific/Pago_Pago,airport,OurAirports
1971,Rurutu Airport,Rurutu,French Polynesia,RUR,NTAR,,,18.0,-10,U,\N,airport,OurAirports
1972,Tubuai Airport,Tubuai,French Polynesia,TUB,NTAT,,,7.0,-10,U,Pacific/Tahiti,airport,OurAirports
1973,Anaa Airport,Anaa,French Polynesia,AAA,NTGA,,,10.0,-10,U,Pacific/Tahiti,airport,OurAirports
1974,Fangatau Airport,Fangatau,French Polynesia,FGU,NTGB,,,9.0,-10,U,Pacific/Tahiti,airport,OurAirports
1975,Tikehau Airport,Tikehau,French Polynesia,TIH,NTGC,,,6.0,-10,U,Pacific/Tahiti,airport,OurAirports
1976,Reao Airport,Reao,French Polynesia,REA,NTGE,,,12.0,-10,U,\N,airport,OurAirports
1977,Fakarava Airport,Fakarava,French Polynesia,FAV,NTGF,,,13.0,-10,U,Pacific/Tahiti,airport,OurAirports
1978,Manihi Airport,Manihi,French Polynesia,XMH,NTGI,,,14.0,-10,U,Pacific/Tahiti,airport,OurAirports
1979,Totegegie Airport,Totegegie,French Polynesia,GMR,NTGJ,,,7.0,-9,U,Pacific/Gambier,airport,OurAirports
1980,Kaukura Airport,Kaukura Atoll,French Polynesia,KKR,NTGK,,,11.0,-10,U,Pacific/Tahiti,airport,OurAirports
1981,Makemo Airport,Makemo,French Polynesia,MKP,NTGM,,,3.0,-10,U,Pacific/Tahiti,airport,OurAirports
1982,Puka Puka Airport,Puka Puka,French Polynesia,PKP,NTGP,,,5.0,-10,U,Pacific/Tahiti,airport,OurAirports
1983,Takapoto Airport,Takapoto,French Polynesia,TKP,NTGT,,,12.0,-10,U,Pacific/Tahiti,airport,OurAirports
1984,Arutua Airport,Arutua,French Polynesia,AXR,NTGU,,,9.0,-10,U,Pacific/Tahiti,airport,OurAirports
1985,Mataiva Airport,Mataiva,French Polynesia,MVT,NTGV,,,11.0,-10,U,Pacific/Tahiti,airport,OurAirports
1986,Takaroa Airport,Takaroa,French Polynesia,TKX,NTKR,,,13.0,-10,U,Pacific/Tahiti,airport,OurAirports
1987,Nuku Hiva Airport,Nuku Hiva,French Polynesia,NHV,NTMD,,,220.0,-9.5,U,Pacific/Marquesas,airport,OurAirports
1989,Bora Bora Airport,Bora Bora,French Polynesia,BOB,NTTB,,,10.0,-10,U,Pacific/Tahiti,airport,OurAirports
1990,Rangiroa Airport,Rangiroa,French Polynesia,RGI,NTTG,,,10.0,-10,U,Pacific/Tahiti,airport,OurAirports
1991,Huahine-Fare Airport,Huahine Island,French Polynesia,HUH,NTTH,,,7.0,-10,U,Pacific/Tahiti,airport,OurAirports
1992,Moorea Airport,Moorea,French Polynesia,MOZ,NTTM,,,9.0,-10,U,Pacific/Tahiti,airport,OurAirports
1993,Hao Airport,Hao Island,French Polynesia,HOI,NTTO,,,10.0,-10,U,\N,airport,OurAirports
1994,Maupiti Airport,Maupiti,French Polynesia,MAU,NTTP,,,15.0,-10,U,Pacific/Tahiti,airport,OurAirports
1995,Raiatea Airport,Raiatea Island,French Polynesia,RFP,NTTR,,,3.0,-10,U,Pacific/Tahiti,airport,OurAirports
1997,Bauerfield International Airport,Port-vila,Vanuatu,VLI,NVVV,,168.32000732422,70.0,11,U,Pacific/Efate,airport,OurAirports
1998,Koné Airport,Kone,New Caledonia,KNQ,NWWD,,164.83700561523438,23.0,11,U,Pacific/Noumea,airport,OurAirports
1999,Koumac Airport,Koumac,New Caledonia,KOC,NWWK,,164.25599670410156,42.0,11,U,Pacific/Noumea,airport,OurAirports
2000,Lifou Airport,Lifou,New Caledonia,LIF,NWWL,,167.24000549316406,92.0,11,U,Pacific/Noumea,airport,OurAirports
2001,Nouméa Magenta Airport,Noumea,New Caledonia,GEA,NWWM,,166.47300720214844,10.0,11,U,Pacific/Noumea,airport,OurAirports
2002,Maré Airport,Mare,New Caledonia,MEE,NWWR,,168.03799438476562,141.0,11,U,Pacific/Noumea,airport,OurAirports
2003,Touho Airport,Touho,New Caledonia,TOU,NWWU,,165.25900268554688,10.0,11,U,Pacific/Noumea,airport,OurAirports
2004,Ouvéa Airport,Ouvea,New Caledonia,UVE,NWWV,,166.572998046875,23.0,11,U,Pacific/Noumea,airport,OurAirports
2005,La Tontouta International Airport,Noumea,New Caledonia,NOU,NWWW,,166.21299743652344,52.0,11,U,Pacific/Noumea,airport,OurAirports
2006,Auckland International Airport,Auckland,New Zealand,AKL,NZAA,,174.792007446,23.0,12,Z,Pacific/Auckland,airport,OurAirports
2007,Taupo Airport,Taupo,New Zealand,TUO,NZAP,,176.08399963378906,1335.0,12,Z,Pacific/Auckland,airport,OurAirports
2008,Ardmore Airport,Ardmore,New Zealand,AMZ,NZAR,,174.97300720214844,111.0,12,Z,Pacific/Auckland,airport,OurAirports
2009,Christchurch International Airport,Christchurch,New Zealand,CHC,NZCH,,172.53199768066406,123.0,12,Z,Pacific/Auckland,airport,OurAirports
2010,Chatham Islands-Tuuta Airport,Chatham Island,New Zealand,CHT,NZCI,,,43.0,12.75,Z,Pacific/Chatham,airport,OurAirports
2011,Dunedin Airport,Dunedin,New Zealand,DUD,NZDN,,170.197998046875,4.0,12,Z,Pacific/Auckland,airport,OurAirports
2012,Gisborne Airport,Gisborne,New Zealand,GIS,NZGS,,177.97799682617188,15.0,12,Z,Pacific/Auckland,airport,OurAirports
2013,Glentanner Airport,Glentanner,New Zealand,GTN,NZGT,,170.1280059814453,1824.0,12,Z,Pacific/Auckland,airport,OurAirports
2014,Hokitika Airfield,Hokitika,New Zealand,HKK,NZHK,,170.98500061035156,146.0,12,Z,Pacific/Auckland,airport,OurAirports
2015,Hamilton International Airport,Hamilton,New Zealand,HLZ,NZHN,,175.332000732,172.0,12,Z,Pacific/Auckland,airport,OurAirports
2016,Hastings Aerodrome,Hastings,New Zealand,\N,NZHS,,176.766998,72.0,12,Z,Pacific/Auckland,airport,OurAirports
2017,Kerikeri Airport,Kerikeri,New Zealand,KKE,NZKK,,173.91200256347656,492.0,12,Z,Pacific/Auckland,airport,OurAirports
2018,Kaitaia Airport,Kaitaia,New Zealand,KAT,NZKT,,173.28500366210938,270.0,12,Z,Pacific/Auckland,airport,OurAirports
2019,Alexandra Airport,Alexandra,New Zealand,ALR,NZLX,,169.3730010986328,752.0,12,Z,Pacific/Auckland,airport,OurAirports
2020,Mount Cook Airport,Mount Cook,New Zealand,MON,NZMC,,170.13299560546875,2153.0,12,Z,Pacific/Auckland,airport,OurAirports
2021,Manapouri Airport,Manapouri,New Zealand,TEU,NZMO,,167.64999389648438,687.0,12,Z,Pacific/Auckland,airport,OurAirports
2022,Hood Airport,Masterton,New Zealand,MRO,NZMS,,175.63400268554688,364.0,12,Z,Pacific/Auckland,airport,OurAirports
2023,New Plymouth Airport,New Plymouth,New Zealand,NPL,NZNP,,174.1790008544922,97.0,12,Z,Pacific/Auckland,airport,OurAirports
2024,Nelson Airport,Nelson,New Zealand,NSN,NZNS,,173.2209930419922,17.0,12,Z,Pacific/Auckland,airport,OurAirports
2025,Invercargill Airport,Invercargill,New Zealand,IVC,NZNV,,168.31300354003906,5.0,12,Z,Pacific/Auckland,airport,OurAirports
2026,RNZAF Base Ohakea,Ohakea,New Zealand,OHA,NZOH,,175.38800048828125,164.0,12,Z,Pacific/Auckland,airport,OurAirports
2027,Oamaru Airport,Oamaru,New Zealand,OAM,NZOU,,171.08200073242188,99.0,12,Z,Pacific/Auckland,airport,OurAirports
2028,Palmerston North Airport,Palmerston North,New Zealand,PMR,NZPM,,175.61700439453125,151.0,12,Z,Pacific/Auckland,airport,OurAirports
2029,Paraparaumu Airport,Paraparaumu,New Zealand,PPQ,NZPP,,174.98899841308594,22.0,12,Z,Pacific/Auckland,airport,OurAirports
2030,Queenstown International Airport,Queenstown International,New Zealand,ZQN,NZQN,,168.738998413,1171.0,12,Z,Pacific/Auckland,airport,OurAirports
2031,Rotorua Regional Airport,Rotorua,New Zealand,ROT,NZRO,,176.31700134277344,935.0,12,Z,Pacific/Auckland,airport,OurAirports
2032,Waiouru Airport,Waiouru,New Zealand,\N,NZRU,,175.6580047607422,2686.0,12,Z,Pacific/Auckland,airport,OurAirports
2033,South Pole Station Airport,Stephen's Island,Antarctica,\N,NZSP,,0.0,9300.0,12,U,Antarctica/South_Pole,airport,OurAirports
2034,Tauranga Airport,Tauranga,New Zealand,TRG,NZTG,,176.1959991455078,13.0,12,Z,Pacific/Auckland,airport,OurAirports
2035,Timaru Airport,Timaru,New Zealand,TIU,NZTU,,171.22500610351562,89.0,12,Z,Pacific/Auckland,airport,OurAirports
2036,Pukaki Airport,Pukaki,New Zealand,TWZ,NZUK,,170.117996216,1575.0,12,Z,Pacific/Auckland,airport,OurAirports
2037,Woodbourne Airport,Woodbourne,New Zealand,BHE,NZWB,,173.8699951171875,109.0,12,Z,Pacific/Auckland,airport,OurAirports
2038,Williams Field,Weydon,Antarctica,\N,NZWD,,167.0570068359375,68.0,12,N,Antarctica/South_Pole,airport,OurAirports
2039,Wanaka Airport,Wanaka,New Zealand,WKA,NZWF,,169.24600219727,1142.0,12,Z,Pacific/Auckland,airport,OurAirports
2040,Wigram Airport,Wigram,New Zealand,\N,NZWG,,172.552993774,74.0,12,Z,Pacific/Auckland,airport,OurAirports
2041,Whakatane Airport,Whakatane,New Zealand,WHK,NZWK,,176.91400146484375,20.0,12,Z,Pacific/Auckland,airport,OurAirports
2042,Wellington International Airport,Wellington,New Zealand,WLG,NZWN,,174.804992676,41.0,12,Z,Pacific/Auckland,airport,OurAirports
2043,Wairoa Airport,Wairoa,New Zealand,WIR,NZWO,,177.40699768066406,42.0,12,Z,Pacific/Auckland,airport,OurAirports
2044,RNZAF Base Auckland-Whenuapai,Whenuapai,New Zealand,\N,NZWP,,174.6300048828125,100.0,12,Z,Pacific/Auckland,airport,OurAirports
2045,Whangarei Airport,Whangarei,New Zealand,WRE,NZWR,,174.36500549316406,133.0,12,Z,Pacific/Auckland,airport,OurAirports
2046,Westport Airport,Westport,New Zealand,WSZ,NZWS,,171.58099365234375,13.0,12,Z,Pacific/Auckland,airport,OurAirports
2047,Wanganui Airport,Wanganui,New Zealand,WAG,NZWU,,175.02499389648438,27.0,12,Z,Pacific/Auckland,airport,OurAirports
2048,Herat Airport,Herat,Afghanistan,HEA,OAHR,34.209999084472656,62.22829818725586,3206.0,4.5,U,Asia/Kabul,airport,OurAirports
2049,Jalalabad Airport,Jalalabad,Afghanistan,JAA,OAJL,34.39979934692383,70.49859619140625,1814.0,4.5,U,Asia/Kabul,airport,OurAirports
2050,Hamid Karzai International Airport,Kabul,Afghanistan,KBL,OAKB,34.565899,69.212303,5877.0,4.5,U,Asia/Kabul,airport,OurAirports
2051,Kandahar Airport,Kandahar,Afghanistan,KDH,OAKN,31.505800247192383,65.8478012084961,3337.0,4.5,U,Asia/Kabul,airport,OurAirports
2052,Maimana Airport,Maimama,Afghanistan,MMZ,OAMN,35.93080139160156,64.76090240478516,2743.0,4.5,U,Asia/Kabul,airport,OurAirports
2053,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,OAMS,36.70690155029297,67.20970153808594,1284.0,4.5,U,Asia/Kabul,airport,OurAirports
2054,Shindand Airport,Shindand,Afghanistan,OAH,OASD,33.3913002014,62.2610015869,3773.0,4.5,U,Asia/Kabul,airport,OurAirports
2055,Sheberghan Airport,Sheberghan,Afghanistan,\N,OASG,36.75080108642578,65.91320037841797,1053.0,4.5,U,Asia/Kabul,airport,OurAirports
2056,Konduz Airport,Kunduz,Afghanistan,UND,OAUZ,36.66510009765625,68.91079711914062,1457.0,4.5,U,Asia/Kabul,airport,OurAirports
2057,Bahrain International Airport,Bahrain,Bahrain,BAH,OBBI,26.27079963684082,50.63359832763672,6.0,3,U,Asia/Bahrain,airport,OurAirports
2058,Sheik Isa Air Base,Bahrain,Bahrain,\N,OBBS,25.918399810791016,50.590599060058594,136.0,3,U,Asia/Bahrain,airport,OurAirports
2059,Abha Regional Airport,Abha,Saudi Arabia,AHB,OEAB,18.240400314299997,42.65660095210001,6858.0,3,U,Asia/Riyadh,airport,OurAirports
2060,Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF,OEAH,25.28529930114746,49.485198974609375,588.0,3,U,Asia/Riyadh,airport,OurAirports
2061,Al Baha Airport,El-baha,Saudi Arabia,ABT,OEBA,20.2961006165,41.6343002319,5486.0,3,U,Asia/Riyadh,airport,OurAirports
2062,Bisha Airport,Bisha,Saudi Arabia,BHH,OEBH,19.984399795532227,42.62089920043945,3887.0,3,U,Asia/Riyadh,airport,OurAirports
2063,Abqaiq Airport,Abqaiq,Saudi Arabia,\N,OEBQ,25.911300659179688,49.59120178222656,229.0,3,U,Asia/Riyadh,airport,OurAirports
2064,King Fahd International Airport,Dammam,Saudi Arabia,DMM,OEDF,26.471200942993164,49.79790115356445,72.0,3,U,Asia/Riyadh,airport,OurAirports
2065,King Abdulaziz Air Base,Dhahran,Saudi Arabia,DHA,OEDR,26.265399932900003,50.152000427199994,84.0,3,U,Asia/Riyadh,airport,OurAirports
2066,Jizan Regional Airport,Gizan,Saudi Arabia,GIZ,OEGN,16.901100158691406,42.58580017089844,20.0,3,U,Asia/Riyadh,airport,OurAirports
2067,Gassim Airport,Gassim,Saudi Arabia,ELQ,OEGS,26.302799224853516,43.77439880371094,2126.0,3,U,Asia/Riyadh,airport,OurAirports
2068,Gurayat Domestic Airport,Guriat,Saudi Arabia,URY,OEGT,31.412413,37.278898,1672.0,3,U,Asia/Riyadh,airport,OurAirports
2069,Ha'il Airport,Hail,Saudi Arabia,HAS,OEHL,27.437901,41.686298,3331.0,3,U,Asia/Riyadh,airport,OurAirports
2070,Jubail Airport,Jubail,Saudi Arabia,QJB,OEJB,27.038999557495117,49.40510177612305,26.0,3,U,Asia/Riyadh,airport,OurAirports
2071,King Faisal Naval Base,Jeddah,Saudi Arabia,\N,OEJF,21.348100662231445,39.17300033569336,7.0,3,U,Asia/Riyadh,airport,OurAirports
2072,King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,OEJN,21.6796,39.156502,48.0,3,U,Asia/Riyadh,airport,OurAirports
2073,King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,KMC,OEKK,27.9009,45.528198,1352.0,3,U,Asia/Riyadh,airport,OurAirports
2074,Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,OEMA,24.5534,39.705101,2151.0,3,U,Asia/Riyadh,airport,OurAirports
2075,Nejran Airport,Nejran,Saudi Arabia,EAM,OENG,17.611400604248047,44.4192008972168,3982.0,3,U,Asia/Riyadh,airport,OurAirports
2076,Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI,OEPA,28.335199,46.125099,1174.0,3,U,Asia/Riyadh,airport,OurAirports
2077,Pump Station 3 Airport,Petroline 3,Saudi Arabia,\N,OEPC,25.17449951171875,47.488399505615234,1740.0,3,U,Asia/Riyadh,airport,OurAirports
2078,Pump Station 6 Airport,Petroline 6,Saudi Arabia,\N,OEPF,24.71030044555664,44.964500427246094,2530.0,3,U,Asia/Riyadh,airport,OurAirports
2079,Pump Station 10 Airport,Petroline 10,Saudi Arabia,\N,OEPJ,24.1072998046875,41.0359992980957,2840.0,3,U,Asia/Riyadh,airport,OurAirports
2080,Rabigh Airport,Rabigh,Saudi Arabia,\N,OERB,22.702600479125977,39.069801330566406,22.0,3,U,Asia/Riyadh,airport,OurAirports
